sample_id,cohort,year,title,author,source_books_file,gr_book_id,gr_work_id,gr_title,work_page_title,book_title_status,work_title_status,duplicate_work_id,verdict,reason
top1931:5304,pilot,1931,THE GOOD EARTH,Pearl S. Buck,books_top3_1931_1995.csv,1078,2346070,The Good Earth,The Good Earth,pass,pass,,pass,
top1931:2878,pilot,1931,MAID IN WAITING,John Galsworthy,books_top3_1931_1995.csv,1729347,1726812,Maid in Waiting,Maid in Waiting,pass,pass,,pass,
top1931:7209,pilot,1931,WESTWARD PASSAGE,Margaret Ayer Barnes,books_top3_1931_1995.csv,46228253,71206171,Westward Passage,Westward Passage,pass,pass,,pass,
top1932:5193,pilot,1932,THE FOUNTAIN,Charles Morgan,books_top3_1931_1995.csv,36127,36036,The Fountain,The Fountain,pass,pass,,pass,
top1932:2916,pilot,1932,MARY'S NECK,Booth Tarkington,books_top3_1931_1995.csv,13550632,19117544,Mary's Neck,Mary's Neck,pass,pass,,pass,
top1932:1865,pilot,1932,FLOWERING WILDERNESS,John Galsworthy,books_top3_1931_1995.csv,1380929,1726810,Flowering Wilderness,Flowering Wilderness,pass,pass,,pass,
top1933:481,pilot,1933,ANTHONY ADVERSE,Hervey Allen,books_top3_1931_1995.csv,1755883,1753744,Anthony Adverse,Anthony Adverse,pass,pass,,pass,
top1933:472,pilot,1933,ANN VICKERS,Sinclair Lewis,books_top3_1931_1995.csv,703003,689295,Ann Vickers,Ann Vickers,pass,pass,,pass,
top1933:518,pilot,1933,AS THE EARTH TURNS,Gladys Hasty Carroll,books_top3_1931_1995.csv,1059921,1046505,As the Earth Turns,As the Earth Turns,pass,pass,,pass,
top1934:2031,pilot,1934,"GOOD-BYE, MR. CHIPS",James Hilton,books_top3_1931_1995.csv,413617,2147442,"Good-Bye, Mr. Chips","Good-Bye, Mr. Chips",pass,pass,,pass,
top1934:4182,pilot,1934,SO RED THE ROSE,Stark Young,books_top3_1931_1995.csv,123752196,145132841,SO RED THE ROSE,SO RED THE ROSE,pass,pass,,pass,
top1934:2626,pilot,1934,LAMB IN HIS BOSOM,Caroline Miller,books_top3_1931_1995.csv,267478,259320,Lamb in His Bosom,Lamb in His Bosom,pass,pass,,pass,
top1935:2055,pilot,1935,GREEN LIGHT,Lloyd C. Douglas,books_top3_1931_1995.csv,759187,745296,Green Light,Green Light,pass,pass,,pass,
top1935:2467,pilot,1935,IT CAN'T HAPPEN HERE,Sinclair Lewis,books_top3_1931_1995.csv,40692733,1296784,It Can't Happen Here by Sinclair Lewis: Dystopia's Wake: Unveiling the Shadows of Tomorrow in It Can't Happen Here,It Can't Happen Here,pass,pass,,pass,
top1935:3338,pilot,1935,OF TIME AND THE RIVER,Thomas Wolfe,books_top3_1931_1995.csv,12451,14752,Of Time and the River: A Legend of Man's Hunger in his Youth,Of Time and the River,pass,pass,,pass,
top1936:2026,pilot,1936,GONE WITH THE WIND,Margaret Mitchell,books_top3_1931_1995.csv,34689759,3358283,Gone with the Wind,Gone With the Wind,pass,pass,,pass,
top1936:1558,pilot,1936,DRUMS ALONG THE MOHAWK,Walter D. Edmonds,books_top3_1931_1995.csv,167069,161335,Drums Along the Mohawk,Drums Along the Mohawk,pass,pass,,pass,
top1936:5608,pilot,1936,THE LAST PURITAN,George Santayana,books_top3_1931_1995.csv,403281,2124658,The Last Puritan: A Memoir in the Form of a Novel,The Last Puritan,pass,pass,,pass,
top1937:4844,pilot,1937,THE CITADEL,A. J. Cronin,books_top3_1931_1995.csv,634747,621034,The Citadel,The Citadel,pass,pass,,pass,
top1937:3291,pilot,1937,NORTHWEST PASSAGE,Kenneth Roberts,books_top3_1931_1995.csv,103171,2484967,Northwest Passage,Northwest Passage,pass,pass,,pass,
top1937:6097,pilot,1937,THE RAINS CAME,Louis Bromfield,books_top3_1931_1995.csv,396988,386462,The Rains Came,The Rains Came,pass,pass,,pass,
top1938:6760,pilot,1938,THE YEARLING,Marjorie Kinnan Rawlings,books_top3_1931_1995.csv,170973550,583534,The Yearling - Marjorie Kinnan Rawlings - The Franklin Library - Thomas Allen Illustrations,The Yearling,pass,pass,,pass,
top1938:389,pilot,1938,ALL THIS AND HEAVEN TOO,Rachel Field,books_top3_1931_1995.csv,1397878,2710160,"All This, and Heaven Too","All This, and Heaven Too",pass,pass,,pass,
top1938:3727,pilot,1938,REBECCA,Daphne Du Maurier,books_top3_1931_1995.csv,636993,267287709,Rebecca,Rebecca,pass,pass,,pass,
top1939:5317,pilot,1939,THE GRAPES OF WRATH,John Steinbeck,books_top3_1931_1995.csv,18114322,2931549,The Grapes of Wrath,The Grapes of Wrath,pass,pass,OF MICE AND MEN | THE GRAPES OF WRATH,pass,work ID also assigned to: OF MICE AND MEN | THE GRAPES OF WRATH
top1939:2600,pilot,1939,KITTY FOYLE,Christopher Morley,books_top3_1931_1995.csv,2235096,2240933,Kitty Foyle,Kitty Foyle,pass,pass,,pass,
top1939:5861,pilot,1939,THE NAZARENE,Sholem Asch,books_top3_1931_1995.csv,165907465,1183864,THE NAZARENE. Signed by Sholem Asch.,The Nazarene,pass,pass,,pass,
top1940:2286,pilot,1940,HOW GREEN WAS MY VALLEY,Richard Llewellyn,books_top3_1931_1995.csv,40496,2329482,How Green Was My Valley,How Green Was My Valley,pass,pass,,pass,
top1940:3120,pilot,1940,MRS. MINIVER,Jan Struther,books_top3_1931_1995.csv,60643589,1108185,Mrs. Miniver by Jan Struther: A Heartfelt Portrait of Everyday Life and Resilience,Mrs. Miniver,pass,pass,,pass,
top1940:1886,pilot,1940,FOR WHOM THE BELL TOLLS,Ernest Hemingway,books_top3_1931_1995.csv,46170,2252079,For Whom the Bell Tolls,For Whom the Bell Tolls,pass,pass,,pass,
top1941:5530,pilot,1941,THE KEYS OF THE KINGDOM,A. J. Cronin,books_top3_1931_1995.csv,184803,2429749,The Keys of the Kingdom,The Keys of the Kingdom,pass,pass,,pass,
top1941:6439,pilot,1941,THE SUN IS MY UNDOING,Marguerite Steen,books_top3_1931_1995.csv,232741752,433186,"The sun is my undoing, by Marguerite Steen",The Sun Is My Undoing,pass,pass,,pass,
top1941:3715,pilot,1941,RANDOM HARVEST,James Hilton,books_top3_1931_1995.csv,153279627,6860,"Random Harvest by James Hilton: A Heartwarming Tale of Love, Memory, and Redemption",Random Harvest,pass,pass,,pass,
top1942:6157,pilot,1942,THE ROBE,Lloyd C. Douglas,books_top3_1931_1995.csv,60395731,467637,The Robe by Lloyd C. Douglas: A Tale of Redemption and Spiritual Awakening,The Robe,pass,pass,,pass,
top1942:6594,pilot,1942,THE VALLEY OF DECISION,Marcia Davenport,books_top3_1931_1995.csv,136456,131509,The Valley Of Decision,The Valley Of Decision,pass,pass,,pass,
top1942:6355,pilot,1942,THE SONG OF BERNADETTE,Franz Werfel,books_top3_1931_1995.csv,234722022,249846164,the Song of Bernadette,the Song of Bernadette,pass,pass,,pass,
top1943:263,pilot,1943,A TREE GROWS IN BROOKLYN,Betty Smith,books_top3_1931_1995.csv,148061217,833257,A Tree Grows In Brooklyn by Betty Smith,A Tree Grows in Brooklyn,pass,pass,,pass,
top1943:4179,pilot,1943,SO LITTLE TIME,John P. Marquand,books_top3_1931_1995.csv,1069159,1055830,So Little Time,So Little Time,pass,pass,,pass,
top1943:4559,pilot,1943,THE APOSTLE,Sholem Asch,books_top3_1931_1995.csv,628995,2158407,The Apostle,The Apostle,pass,pass,,pass,
top1944:1896,pilot,1944,FOREVER AMBER,Kathleen Winsor,books_top3_1931_1995.csv,22012574,2522906,Forever Amber / Kathleen Winsor,Forever Amber,pass,pass,,pass,
top1944:4344,pilot,1944,STRANGE FRUIT,Lillian Smith,books_top3_1931_1995.csv,163686658,801643,Strange Fruit,Strange Fruit,pass,pass,,pass,
top1944:1589,pilot,1944,EARTH AND HIGH HEAVEN,Gwenthalyn Graham,books_top3_1931_1995.csv,,,,,missing_title,missing_title,,unmapped,no Goodreads work ID
top1945:926,pilot,1945,CAPTAIN FROM CASTILLE,Samuel Shellaburger,books_top3_1931_1995.csv,,,,,missing_title,missing_title,,unmapped,no Goodreads work ID
top1945:4651,pilot,1945,THE BLACK ROSE,Thomas B. Costain,books_top3_1931_1995.csv,401921,517534,The Black Rose,The Black Rose,pass,pass,,pass,
top1945:142,pilot,1945,A LION IS IN THE STREETS,Adria Locke Langley,books_top3_1931_1995.csv,3199179,3232391,A Lion Is In The Streets,A Lion Is In The Streets,pass,pass,,pass,
top1946:5803,pilot,1946,THE MIRACLE OF THE BELLS,Russell Janney,books_top3_1931_1995.csv,29929411,1433380,Miracle of the Bells,The Miracle Of The Bells,pass,pass,,pass,
top1946:5205,pilot,1946,THE FOXES OF HARROW,Frank Yerby,books_top3_1931_1995.csv,1269821,1258743,The Foxes of Harrow,The Foxes of Harrow,pass,pass,,pass,
top1946:6812,pilot,1946,THIS SIDE OF INNOCENCE,Taylor Caldwell,books_top3_1931_1995.csv,133779026,3112047,This Side of Innocence by Taylor Caldwell,This Side of Innocence,pass,pass,,pass,
top1947:2605,pilot,1947,KNOCK ON ANY DOOR,Willard Motley,books_top3_1931_1995.csv,257127,249195,Knock on Any Door,Knock on Any Door,pass,pass,,pass,
top1947:2281,pilot,1947,HOUSE DIVIDED,Ben Ames Williams,books_top3_1931_1995.csv,428669,417675,House Divided,House Divided,pass,pass,,pass,
top1947:4640,pilot,1947,THE BISHOP'S MANTLE,Agnes Sligh Turnbull,books_top3_1931_1995.csv,425878,414936,The Bishop's Mantle,The Bishop's Mantle,pass,pass,,pass,
top1948:4625,pilot,1948,THE BIG FISHERMAN,Lloyd C. Douglas,books_top3_1931_1995.csv,778667,764696,The Big Fisherman,The Big Fisherman,pass,pass,THE BIG FISHERMAN | WHITE BANNERS,pass,work ID also assigned to: THE BIG FISHERMAN | WHITE BANNERS
top1948:5848,pilot,1948,THE NAKED AND THE DEAD,Norman Mailer,books_top3_1931_1995.csv,12467,2223651,The naked and the dead,The Naked and the Dead,pass,pass,,pass,
top1948:1458,pilot,1948,DINNER AT ANTOINE'S,Frances Parkinson Keyes,books_top3_1931_1995.csv,128865,2197195,Dinner at Antoine's,Dinner at Antoine's,pass,pass,,pass,
top1949:5038,pilot,1949,THE EGYPTIAN,Mika Waltari,books_top3_1931_1995.csv,364826,2072467,The Egyptian,سینوهه,pass,pass,,pass_alias,The Egyptian is published under the translated title Sinuhe/سینوهه.
top1949:3548,pilot,1949,POINT OF NO RETURN,John P. Marquand,books_top3_1931_1995.csv,279416,271021,Point of No Return,Point of No Return,pass,pass,,pass,
top1949:205,pilot,1949,A RAGE TO LIVE,John O'Hara,books_top3_1931_1995.csv,503994,2846792,A Rage to Live,A Rage to Live,pass,pass,,pass,
top1950:4758,pilot,1950,THE CARDINAL,Henry Morton Robinson,books_top3_1931_1995.csv,1866494,1867260,The Cardinal,The Cardinal,pass,pass,,pass,
top1950:2518,pilot,1950,JUBILEE TRAIL,Gwen Bristow,books_top3_1931_1995.csv,74725,1787863,Jubilee Trail,Jubilee Trail,pass,pass,,pass,
top1950:4990,pilot,1950,THE DISENCHANTED,Budd Schulberg,books_top3_1931_1995.csv,1293866,1282972,The Disenchanted,The Disenchanted,pass,pass,,pass,
top1951:4749,pilot,1951,THE CAINE MUTINY,Herman Wouk,books_top3_1931_1995.csv,368772,1059565,The Caine Mutiny,The Caine Mutiny,pass,pass,,pass,
top1951:1938,pilot,1951,FROM HERE TO ETERNITY,James Jones,books_top3_1931_1995.csv,116114,2504920,From Here to Eternity,From Here to Eternity,pass,pass,,pass,
top1951:4907,pilot,1951,THE CRUEL SEA,Nicholas Monsarrat,books_top3_1931_1995.csv,183586,1104357,The Cruel Sea,The Cruel Sea,pass,pass,,pass,
top1952:6310,pilot,1952,THE SILVER CHALICE,Thomas B. Costain,books_top3_1931_1995.csv,122771,2219799,The Silver Chalice,The Silver Chalice,pass,pass,,pass,
top1952:1594,pilot,1952,EAST OF EDEN,John Steinbeck,books_top3_1931_1995.csv,4406,2574991,East of Eden,East of Eden,pass,pass,,pass,
top1952:5437,pilot,1952,THE HOUSES IN BETWEEN,Howard Spring,books_top3_1931_1995.csv,1016637,1002761,The Houses in Between,The Houses in Between,pass,pass,,pass,
top1953:5386,pilot,1953,THE HIGH AND THE MIGHTY,Ernest K. Gann,books_top3_1931_1995.csv,990079,975573,The High and the Mighty,The High and the Mighty,pass,pass,,pass,
top1953:1428,pilot,1953,DESIREE,Annemarie Selinko,books_top3_1931_1995.csv,84049,845141,Désirée,Désirée,pass,pass,,pass,
top1953:599,pilot,1953,BATTLE CRY,Leon Uris,books_top3_1931_1995.csv,131728982,42163,"Battle Cry by Uris, Leon. (Avon,2005) [Mass Market Paperback]",Battle Cry,pass,pass,,pass,
top1954:3294,pilot,1954,NOT AS A STRANGER,Morton Thompson,books_top3_1931_1995.csv,1877857,1878854,Not As a Stranger,Not As a Stranger,pass,pass,,pass,
top1954:3274,pilot,1954,NO TIME FOR SERGEANTS,Mac Hyman,books_top3_1931_1995.csv,236716242,252253448,NO TIME FOR SERGEANTS,NO TIME FOR SERGEANTS,pass,pass,,pass,
top1954:6611,pilot,1954,THE VIEW FROM POMPEY'S HEAD,Hamilton Basso,books_top3_1931_1995.csv,208637054,214761096,The View From Pompey's Head,The View From Pompey's Head,pass,pass,,pass,
top1955:549,pilot,1955,AUNTIE MAME,Patrick Dennis,books_top3_1931_1995.csv,187060,2248207,Auntie Mame: An Irreverent Escapade,Auntie Mame,pass,pass,,pass,
top1955:457,pilot,1955,ANDERSONVILLE,MacKinlay Kantor,books_top3_1931_1995.csv,77239,74658,Andersonville,Andersonville,pass,pass,,pass,
top1955:5750,pilot,1955,THE MAN IN THE GRAY FLANNEL SUIT,Sloan Wilson,books_top3_1931_1995.csv,90886,87701,The Man in the Gray Flannel Suit,The Man in the Gray Flannel Suit,pass,pass,,pass,
top1956:3507,pilot,1956,PEYTON PLACE,Grace Metalious,books_top3_1931_1995.csv,526869,37258,Peyton Place,Peyton Place,pass,pass,,pass,
top1956:1135,pilot,1956,COMPULSION,Meyer Levin,books_top3_1931_1995.csv,22750385,364986,Compulsion,Compulsion,pass,pass,,pass,
top1956:5591,pilot,1956,THE LAST HURRAH,Edwin O'Connor,books_top3_1931_1995.csv,199999558,1177687,The Last Hurrah,The Last Hurrah,pass,pass,,pass,
top1957:3713,pilot,1957,RALLY ROUND THE FLAG BOYS!,Max Schulman,books_top3_1931_1995.csv,,,,,missing_title,missing_title,,unmapped,no Goodreads work ID
top1957:892,pilot,1957,BY LOVE POSSESSED,James Gould Cozzens,books_top3_1931_1995.csv,603190,589762,By Love Possessed,By Love Possessed,pass,pass,,pass,
top1957:771,pilot,1957,BLUE CAMELLIA,Frances Parkinson Keyes,books_top3_1931_1995.csv,2191475,2197196,Blue Camellia,Blue Camellia,pass,pass,,pass,
top1958:1699,pilot,1958,EXODUS,Leon Uris,books_top3_1931_1995.csv,42697,804397,Exodus,Exodus,pass,pass,,pass,
top1958:6574,pilot,1958,THE UGLY AMERICAN,William J. Lederer and Eugene Burdick,books_top3_1931_1995.csv,40180100,3085087,The Ugly American,The Ugly American,pass,pass,,pass,
top1958:447,pilot,1958,ANATOMY OF A MURDER,Robert Traver,books_top3_1931_1995.csv,994663,2285757,Anatomy of a Murder,Anatomy of a Murder,pass,pass,,pass,
top1959:319,pilot,1959,ADVISE AND CONSENT,Allen Drury,books_top3_1931_1995.csv,159346,153802,Advise and Consent,Advise and Consent,pass,pass,,pass,
top1959:2126,pilot,1959,HAWAII,James A. Michener,books_top3_1931_1995.csv,12658,1056841,Hawaii,Hawaii,pass,pass,,pass,
top1959:1355,pilot,1959,DEAR AND GLORIOUS PHYSICIAN,Taylor Caldwell,books_top3_1931_1995.csv,59097,755652,Dear and Glorious Physician,Dear and Glorious Physician,pass,pass,,pass,
top1960:6887,pilot,1960,TO KILL A MOCKINGBIRD,Harper Lee,books_top3_1931_1995.csv,137656240,3275794,"To Kill a Mockingbird by Lee, Harper (2010) Paperback",To Kill a Mockingbird,pass,pass,,pass,
top1960:5599,pilot,1960,THE LAST OF THE JUST,Andre Schwarz-Bart,books_top3_1931_1995.csv,253292,245453,The Last of the Just,The Last of the Just,pass,pass,,pass,
top1960:5646,pilot,1960,THE LEOPARD,Guiseppe di Lampedusa,books_top3_1931_1995.csv,625094,1132275,The Leopard,The Leopard,pass,pass,,pass,
top1961:4529,pilot,1961,THE AGONY AND THE ECSTASY,Irving Stone,books_top3_1931_1995.csv,321552,1504548,The Agony and the Ecstasy,The Agony and the Ecstasy,pass,pass,,pass,
top1961:1919,pilot,1961,FRANNY AND ZOOEY,J.D. Salinger,books_top3_1931_1995.csv,181130,55846478,The Catcher in the Rye/Franny and Zooey/Nine Stories/Raise High the Roof Beam,The Catcher in the Rye/Franny and Zooey/Nine Stories/Raise High the Roof Beam,title_mismatch('The Catcher in the Rye/Franny and Zooey/Nine Stories/Raise High the Roof Beam'),title_mismatch('The Catcher in the Rye/Franny and Zooey/Nine Stories/Raise High the Roof Beam'),,mismatch,book page: title_mismatch('The Catcher in the Rye/Franny and Zooey/Nine Stories/Raise High the Roof Beam'); work page: title_mismatch('The Catcher in the Rye/Franny and Zooey/Nine Stories/Raise High the Roof Beam')
top1961:4764,pilot,1961,THE CARPETBAGGERS,Harold Robbins,books_top3_1931_1995.csv,308581,1887073,The Carpetbaggers,The Carpetbaggers,pass,pass,,pass,
top1962:4011,pilot,1962,SEVEN DAYS IN MAY,Fletcher Knebel and Charles W. Bailey II,books_top3_1931_1995.csv,133319671,778848,Seven Days in May,Seven Days in May,pass,pass,,pass,
top1962:4059,pilot,1962,SHIP OF FOOLS,Katherine Anne Porter,books_top3_1931_1995.csv,410760,232329,Ship of Fools,Ship of Fools,pass,pass,,pass,
top1962:1360,pilot,1962,DEARLY BELOVED,Anne Morrow Lindbergh,books_top3_1931_1995.csv,110028,106045,Dearly Beloved,Dearly Beloved,pass,pass,,pass,
top1963:5339,pilot,1963,THE GROUP,Mary McCarthy,books_top3_1931_1995.csv,387348,1496165,"The Group: Mary McCarthy's Celebrated Novel of Vassar Women, Friendship, and Ambition in 1930s New York",The Group,pass,pass,,pass,
top1963:6289,pilot,1963,THE SHOES OF THE FISHERMAN,Morris L. West,books_top3_1931_1995.csv,315272,306106,The Shoes of the Fisherman,The Shoes of the Fisherman,pass,pass,,pass,
top1963:6606,pilot,1963,THE VENETIAN AFFAIR,Helen MacInnes,books_top3_1931_1995.csv,146893607,1323899,The Venetian Affair,The Venetian Affair,pass,pass,,pass,
top1964:6381,pilot,1964,THE SPY WHO CAME IN FROM THE COLD,John le Carré,books_top3_1931_1995.csv,19494,1177001,The Spy Who Came in from the Cold,The Spy Who Came In from the Cold,pass,pass,,pass,
top1964:2178,pilot,1964,HERZOG,Saul Bellow,books_top3_1931_1995.csv,6551,2088454,Herzog,Herzog,pass,pass,,pass,
top1964:5745,pilot,1964,THE MAN,Irving Wallace,books_top3_1931_1995.csv,551932,1885405,The Man,The Man,pass,pass,,pass,
top1965:6366,pilot,1965,THE SOURCE,James Michener,books_top3_1931_1995.csv,12657,1251662,The Source,The Source,pass,pass,,pass,
top1965:7086,pilot,1965,UP THE DOWN STAIRCASE,Bel Kaufman,books_top3_1931_1995.csv,129856693,154741,Up the Down Staircase by Bel Kaufman,Up the Down Staircase,pass,pass,,pass,
top1965:2271,pilot,1965,HOTEL,Arthur Hailey,books_top3_1931_1995.csv,124920,2727285,Hotel,Hotel,pass,pass,,pass,
top1966:7095,pilot,1966,VALLEY OF THE DOLLS,Jacqueline Susann,books_top3_1931_1995.csv,581811,1203845,Valley of the Dolls,Valley of the Dolls,pass,pass,,pass,
top1966:6232,pilot,1966,THE SECRET OF SANTA VITTORIA,Robert Crichton,books_top3_1931_1995.csv,7685,10761,The Secret of Santa Vittoria,The Secret of Santa Vittoria,pass,pass,,pass,
top1966:4428,pilot,1966,TAI-PAN,James Clavell,books_top3_1931_1995.csv,132078437,1755754,Tai-Pan,Tai-Pan,pass,pass,,pass,
top1967:6929,pilot,1967,TOPAZ,Leon Uris,books_top3_1931_1995.csv,368819,2784864,Topaz,Topaz,pass,pass,,pass,
top1967:4879,pilot,1967,THE CONFESSIONS OF NAT TURNER,William Styron,books_top3_1931_1995.csv,577283,1607259,The Confessions of Nat Turner,The Confessions of Nat Turner,pass,pass,,pass,
top1967:3864,pilot,1967,ROSEMARY'S BABY,Ira Levin,books_top3_1931_1995.csv,228296,883024,Rosemary's Baby,Rosemary’s Baby,pass,pass,,pass,
top1968:350,pilot,1968,AIRPORT,Arthur Hailey,books_top3_1931_1995.csv,124918,120317,Airport,Airport,pass,pass,,pass,
top1968:6186,pilot,1968,THE SALZBURG CONNECTION,Helen MacInnes,books_top3_1931_1995.csv,230619,2290204,The Salzburg Connection,The Salzburg Connection,pass,pass,,pass,
top1968:4482,pilot,1968,TESTIMONY OF TWO MEN,Taylor Caldwell,books_top3_1931_1995.csv,59102,2618812,Testimony of Two Men,Testimony of Two Men,pass,pass,,pass,
top1969:5279,pilot,1969,THE GODFATHER,Mario Puzo,books_top3_1931_1995.csv,22034,266624,The Godfather,The Godfather,pass,pass,,pass,
top1969:5206,pilot,1969,THE FRENCH LIEUTENANT'S WOMAN,John Fowles,books_top3_1931_1995.csv,56034,1816464,The French Lieutenant's Woman,The French Lieutenant’s Woman,pass,pass,,pass,
top1969:3566,pilot,1969,PORTNOY'S COMPLAINT,Philip Roth,books_top3_1931_1995.csv,43945,911489,Portnoy's Complaint,Portnoy’s Complaint,pass,pass,,pass,
top1970:2816,pilot,1970,LOVE STORY,Erich Segal,books_top3_1931_1995.csv,73968,816372,Love Story,Love Story,pass,pass,,pass,
top1970:3671,pilot,1970,QB VII,Leon Uris,books_top3_1931_1995.csv,426825,69653,QB VII,QB VII,pass,pass,,pass,
top1970:4911,pilot,1970,THE CRYSTAL CAVE,Mary Stewart,books_top3_1931_1995.csv,82192,1864677,The Crystal Cave,The Crystal Cave,pass,pass,,pass,
top1971:6709,pilot,1971,THE WINDS OF WAR,Herman Wouk,books_top3_1931_1995.csv,21484,1936731,The Winds of War,The Winds of War,pass,pass,THE WINDS OF WAR | WAR AND REMEMBRANCE,pass,work ID also assigned to: THE WINDS OF WAR | WAR AND REMEMBRANCE
top1971:5081,pilot,1971,THE EXORCIST,William Peter Blatty,books_top3_1931_1995.csv,179780,1945267,The Exorcist,The Exorcist,pass,pass,,pass,
top1971:4939,pilot,1971,THE DAY OF THE JACKAL,Frederick Forsyth,books_top3_1931_1995.csv,540020,1792180,The Day of the Jackal,The Day of the Jackal,pass,pass,,pass,
top1972:2501,pilot,1972,JONATHAN LIVINGSTON SEAGULL,Richard Bach,books_top3_1931_1995.csv,71728,1743336,Jonathan Livingston Seagull,Jonathan Livingston Seagull,pass,pass,,pass,
top1972:5914,pilot,1972,THE ODESSA FILE,Frederick Forsyth,books_top3_1931_1995.csv,149572,1274575,The Odessa File,The Odessa File,pass,pass,,pass,
top1972:6743,pilot,1972,THE WORD,Irving Wallace,books_top3_1931_1995.csv,551931,539171,The Word,The Word,pass,pass,,pass,
top1973:886,pilot,1973,BURR,Gore Vidal,books_top3_1931_1995.csv,150293882,1702196,Burr by Gore Vidal,Burr,pass,pass,,pass,
top1973:3369,pilot,1973,ONCE IS NOT ENOUGH,Jacqueline Susann,books_top3_1931_1995.csv,131155,1030327,Once Is Not Enough,Once Is Not Enough,pass,pass,,pass,
top1973:5401,pilot,1973,THE HOLLOW HILLS,Mary Stewart,books_top3_1931_1995.csv,116343,1282681,The Hollow Hills,The Hollow Hills,pass,pass,,pass,
top1974:982,pilot,1974,CENTENNIAL,James Michener.,books_top3_1931_1995.csv,133430,14948,Centennial,Centennial,pass,pass,,pass,
top1974:2482,pilot,1974,JAWS,Peter Benchley,books_top3_1931_1995.csv,126232,2318370,Jaws,Jaws,pass,pass,,pass,
top1974:6874,pilot,1974,"TINKER, TAILOR, SOLDIER, SPY",John le Carré,books_top3_1931_1995.csv,10073506,2491780,"Tinker, Tailor, Soldier, Spy","Tinker, Tailor, Soldier, Spy",pass,pass,,pass,
top1975:3699,pilot,1975,RAGTIME,E. L. Doctorow,books_top3_1931_1995.csv,175675,551195,Ragtime,Ragtime,pass,pass,,pass,
top1975:5815,pilot,1975,THE MONEYCHANGERS,Arthur Hailey,books_top3_1931_1995.csv,124923,120315,The Moneychangers,The Moneychangers,pass,pass,,pass,
top1975:2769,pilot,1975,LOOKING FOR MR. GOODBAR,Judith Rossner,books_top3_1931_1995.csv,166982,161255,Looking for Mr. Goodbar,Looking for Mr. Goodbar,pass,pass,,pass,
top1976:6971,pilot,1976,TRINITY,Leon Uris,books_top3_1931_1995.csv,42696,363317,Trinity,Trinity,pass,pass,,pass,
top1976:4899,pilot,1976,THE CRASH OF '79,Paul E. Erdman,books_top3_1931_1995.csv,67264,65228,The Crash of '79,The Crash of '79,pass,pass,,pass,
top1976:4148,pilot,1976,SLEEPING MURDER,Agatha Christie,books_top3_1931_1995.csv,16300,739878,Sleeping Murder,Sleeping Murder,pass,pass,,pass,
top1977:2363,pilot,1977,ILLUSIONS,Richard Bach,books_top3_1931_1995.csv,29946,30365,Illusions: The Adventures of a Reluctant Messiah,Illusions,pass,pass,,pass,
top1977:6308,pilot,1977,THE SILMARILLION,J.R.R. Tolkien,books_top3_1931_1995.csv,7332,4733799,The Silmarillion,The Silmarillion,pass,pass,,pass,
top1977:6511,pilot,1977,THE THORN BIRDS,Colleen McCullough,books_top3_1931_1995.csv,3412,816449,The Thorn Birds,The Thorn Birds,pass,pass,,pass,
top1978:7166,pilot,1978,WAR AND REMEMBRANCE,Herman Wouk,books_top3_1931_1995.csv,143021454,1936731,War and Remembrance (Wwii) by Herman Wouk,The Winds of War,pass,title_mismatch('The Winds of War'),THE WINDS OF WAR | WAR AND REMEMBRANCE,mismatch,work page: title_mismatch('The Winds of War'); work ID also assigned to: THE WINDS OF WAR | WAR AND REMEMBRANCE
top1978:1023,pilot,1978,CHESAPEAKE,James A. Michener,books_top3_1931_1995.csv,12661,1200992,Chesapeake,Chesapeake,pass,pass,,pass,
top1978:1664,pilot,1978,EVERGREEN,Belva Plain,books_top3_1931_1995.csv,182496,1279777,Evergreen,Evergreen,pass,pass,,pass,
top1979:4218,pilot,1979,SOPHIE'S CHOICE,William Styron,books_top3_1931_1995.csv,228560,2912834,Sophie's Choice,Sophie’s Choice,pass,pass,,pass,
top1979:5777,pilot,1979,THE MATARESE CIRCLE,Robert Ludlum,books_top3_1931_1995.csv,31231,2254814,The Matarese Circle,The Matarese Circle,pass,pass,,pass,
top1979:6507,pilot,1979,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,books_top3_1931_1995.csv,136171229,1365663,The Third World War August 1985,The Third World War,pass,pass,,pass_alias,The Goodreads work omits the subtitle August 1985.
top1980:3696,pilot,1980,RAGE OF ANGELS,Sidney Sheldon,books_top3_1931_1995.csv,43328,1475717,Rage of Angels,Rage of Angels,pass,pass,,pass,
top1980:4897,pilot,1980,THE COVENANT,James A. Michener,books_top3_1931_1995.csv,12663,1017593,The Covenant: A Novel,The Covenant,pass,pass,,pass,
top1980:3621,pilot,1980,PRINCESS DAISY,Judith Krantz,books_top3_1931_1995.csv,56893,900492,Princess Daisy,Princess Daisy,pass,pass,,pass,
top1981:3278,pilot,1981,NOBLE HOUSE,James Clavell,books_top3_1931_1995.csv,390711,1486259,Noble House,Noble House,pass,pass,,pass,
top1981:2036,pilot,1981,GORKY PARK,Martin Cruz Smith,books_top3_1931_1995.csv,762806,90322,Gorky Park,Gorky Park,pass,pass,,pass,
top1981:2921,pilot,1981,MASQUERADE,Kit Williams,books_top3_1931_1995.csv,137610744,1120802,MASQUERADE by Kit Williams,Masquerade,pass,pass,,pass,
